pat_no,pat_clm_ct,pat_wrd_ct,pat_wrd_min,pat_dep_clm_ct,pat_dep_wrd_ct,pat_dep_wrd_min,pat_wrd_avg,pat_dep_wrd_avg,appl_id
3934607,1,266,266.0,6,248,20.0,266.0,41.33333,
3934610,2,877,385.0,2,86,37.0,438.5,43.0,
3934611,1,256,256.0,0,0,,256.0,,
3934615,1,93,93.0,5,143,20.0,93.0,28.6,
3934617,4,958,206.0,17,1138,29.0,239.5,66.94118,
3934618,6,1454,214.0,20,891,25.0,242.3333,44.55,
3934623,1,118,118.0,6,348,22.0,118.0,58.0,
3934624,1,201,201.0,5,302,39.0,201.0,60.4,
3934625,3,590,167.0,16,1197,40.0,196.6667,74.8125,
3934626,1,290,290.0,3,118,26.0,290.0,39.33333,
3934627,1,211,211.0,9,516,19.0,211.0,57.33333,
3934628,2,620,308.0,8,246,17.0,310.0,30.75,
3934629,1,187,187.0,16,779,17.0,187.0,48.6875,
3934633,2,224,99.0,17,431,14.0,112.0,25.35294,
3934635,3,1079,228.0,3,236,54.0,359.6667,78.66666,
3934636,1,183,183.0,3,118,26.0,183.0,39.33333,
3934637,1,102,102.0,6,147,12.0,102.0,24.5,5451369.0
3934643,2,303,148.0,8,239,18.0,151.5,29.875,
3934647,6,1103,118.0,15,684,24.0,183.8333,45.6,
3934649,1,89,89.0,7,175,17.0,89.0,25.0,
3934650,1,183,183.0,0,0,,183.0,,5508253.0
3934654,2,357,169.0,11,345,16.0,178.5,31.36364,
3934655,2,816,201.0,8,1084,58.0,408.0,135.5,
3934660,2,315,118.0,14,588,18.0,157.5,42.0,
3934661,1,161,161.0,6,190,15.0,161.0,31.66667,
3934667,1,177,177.0,10,468,20.0,177.0,46.8,
3934668,2,446,191.0,3,151,39.0,223.0,50.33333,
3934669,2,541,198.0,0,0,,270.5,,
3934677,3,368,108.0,5,247,25.0,122.6667,49.4,
3934685,2,349,169.0,8,245,15.0,174.5,30.625,
3934688,14,2176,64.0,18,1220,19.0,155.4286,67.77778,
3934689,11,1804,107.0,17,592,21.0,164.0,34.82353,
3934690,2,268,107.0,11,447,16.0,134.0,40.63636,
3934693,1,184,184.0,10,1184,68.0,184.0,118.4,5496921.0
3934695,2,339,143.0,19,1111,17.0,169.5,58.47368,
3934702,2,305,139.0,6,190,16.0,152.5,31.66667,
3934703,4,1064,194.0,3,110,31.0,266.0,36.66667,
3934704,1,142,142.0,7,325,23.0,142.0,46.42857,
3934705,2,565,274.0,9,470,30.0,282.5,52.22222,
3934710,5,716,102.0,6,365,33.0,143.2,60.83333,
3934713,1,256,256.0,0,0,,256.0,,
3934714,2,680,294.0,0,0,,340.0,,
3934715,1,244,244.0,1,66,66.0,244.0,66.0,5471197.0
3934716,2,368,141.0,18,963,21.0,184.0,53.5,
3934718,1,142,142.0,3,96,27.0,142.0,32.0,
3934719,1,284,284.0,2,110,53.0,284.0,55.0,5523216.0
3934720,1,192,192.0,21,1168,17.0,192.0,55.61905,
3934721,1,148,148.0,8,290,16.0,148.0,36.25,
3934723,1,278,278.0,5,269,14.0,278.0,53.8,
3934724,2,696,334.0,23,1516,22.0,348.0,65.91304,
3934727,2,413,196.0,12,348,14.0,206.5,29.0,
3934728,1,122,122.0,3,149,27.0,122.0,49.66667,
3934729,1,392,392.0,2,78,32.0,392.0,39.0,
3934730,4,635,143.0,5,162,13.0,158.75,32.4,
3934736,2,551,252.0,0,0,,275.5,,5501032.0
3934740,2,426,199.0,16,839,30.0,213.0,52.4375,
3934742,1,328,328.0,10,1131,35.0,328.0,113.1,
3934743,2,209,38.0,33,2067,17.0,104.5,62.63636,5319380.0
3934744,2,656,325.0,2,89,44.0,328.0,44.5,
3934745,1,222,222.0,1,32,32.0,222.0,32.0,
3934746,6,855,124.0,11,352,24.0,142.5,32.0,
3934747,1,74,74.0,7,321,21.0,74.0,45.85714,
3934748,1,290,290.0,27,664,14.0,290.0,24.59259,
3934749,3,359,102.0,6,200,23.0,119.6667,33.33333,
3934750,2,225,105.0,8,221,14.0,112.5,27.625,
3934751,4,565,118.0,14,438,18.0,141.25,31.28572,
3934753,12,2661,110.0,20,775,16.0,221.75,38.75,
3934755,5,647,111.0,7,184,20.0,129.4,26.28572,
3934758,4,1318,224.0,19,1380,25.0,329.5,72.63158,
3934760,2,571,276.0,10,313,19.0,285.5,31.3,
3934761,3,1087,304.0,6,256,29.0,362.3333,42.66667,
3934764,1,164,164.0,11,412,24.0,164.0,37.45454,
3934765,1,423,423.0,0,0,,423.0,,
3934766,6,739,71.0,4,166,26.0,123.1667,41.5,
3934769,1,130,130.0,4,192,20.0,130.0,48.0,
3934771,3,653,197.0,14,423,17.0,217.6667,30.21428,
3934772,1,243,243.0,9,318,14.0,243.0,35.33333,
3934774,1,294,294.0,5,270,34.0,294.0,54.0,
3934776,2,337,136.0,21,881,16.0,168.5,41.95238,
3934777,1,189,189.0,2,119,59.0,189.0,59.5,
3934779,1,139,139.0,6,234,19.0,139.0,39.0,
3934781,2,259,124.0,8,260,18.0,129.5,32.5,
3934782,2,695,317.0,1,54,54.0,347.5,54.0,
3934783,9,1166,44.0,30,1122,16.0,129.5556,37.4,
3934786,6,753,88.0,19,494,15.0,125.5,26.0,
3934790,3,512,135.0,11,631,27.0,170.6667,57.36364,
3934791,1,184,184.0,4,141,14.0,184.0,35.25,5523217.0
3934794,8,1650,131.0,11,691,44.0,206.25,62.81818,
3934797,1,195,195.0,6,332,43.0,195.0,55.33333,
3934800,1,166,166.0,0,0,,166.0,,
3934801,1,291,291.0,7,569,67.0,291.0,81.28571,
3934803,2,419,184.0,7,221,18.0,209.5,31.57143,
3934805,1,119,119.0,7,214,18.0,119.0,30.57143,
3934806,1,106,106.0,3,218,37.0,106.0,72.66666,
3934807,1,172,172.0,5,145,14.0,172.0,29.0,
3934808,7,1901,43.0,31,1907,20.0,271.5714,61.51613,
3934815,1,191,191.0,3,134,23.0,191.0,44.66667,
3934816,4,679,126.0,1,34,34.0,169.75,34.0,
3934819,2,336,137.0,7,277,18.0,168.0,39.57143,
3934820,4,660,96.0,29,1789,22.0,165.0,61.68966,5500051.0
3934822,4,888,35.0,13,717,13.0,222.0,55.15385,
3934823,1,158,158.0,13,476,15.0,158.0,36.61538,5414733.0
3934828,2,187,82.0,0,0,,93.5,,
3934829,2,563,273.0,2,74,31.0,281.5,37.0,
3934830,1,228,228.0,21,942,15.0,228.0,44.85714,
3934833,3,322,80.0,3,61,13.0,107.3333,20.33333,
3934835,1,244,244.0,2,138,63.0,244.0,69.0,
3934838,1,73,73.0,1,44,44.0,73.0,44.0,
3934839,4,955,214.0,9,793,41.0,238.75,88.11111,5477482.0
3934841,1,153,153.0,10,420,17.0,153.0,42.0,
3934842,1,328,328.0,6,304,18.0,328.0,50.66667,5396532.0
3934844,3,534,141.0,23,1007,20.0,178.0,43.78261,
3934845,2,293,128.0,9,395,18.0,146.5,43.88889,
3934847,1,160,160.0,6,209,24.0,160.0,34.83333,
3934848,3,250,81.0,10,454,25.0,83.33334,45.4,
3934856,1,356,356.0,6,668,40.0,356.0,111.3333,
3934857,3,1021,244.0,7,905,30.0,340.3333,129.2857,
3934860,1,183,183.0,1,93,93.0,183.0,93.0,
3934862,1,270,270.0,4,92,22.0,270.0,23.0,
3934868,1,431,431.0,10,434,14.0,431.0,43.4,
3934869,2,353,127.0,6,525,58.0,176.5,87.5,
3934871,5,955,142.0,21,1088,17.0,191.0,51.80952,
3934873,1,203,203.0,4,172,35.0,203.0,43.0,
3934874,2,206,76.0,2,93,28.0,103.0,46.5,
3934876,1,211,211.0,7,167,18.0,211.0,23.85714,
3934878,1,149,149.0,3,56,17.0,149.0,18.66667,
3934882,1,79,79.0,7,219,20.0,79.0,31.28572,
3934885,1,250,250.0,7,264,21.0,250.0,37.71429,
3934890,1,153,153.0,6,419,43.0,153.0,69.83334,
3934891,1,236,236.0,3,142,35.0,236.0,47.33333,
3934894,2,483,235.0,10,267,16.0,241.5,26.7,
3934903,3,406,103.0,8,346,20.0,135.3333,43.25,
3934904,1,212,212.0,1,52,52.0,212.0,52.0,
3934909,6,2761,359.0,6,322,22.0,460.1667,53.66667,
3934912,1,212,212.0,1,76,76.0,212.0,76.0,
3934916,2,197,93.0,3,127,31.0,98.5,42.33333,
3934919,3,342,77.0,13,511,17.0,114.0,39.30769,
3934920,1,167,167.0,2,86,30.0,167.0,43.0,5486409.0
3934921,1,288,288.0,4,108,19.0,288.0,27.0,
3934923,4,668,158.0,14,365,17.0,167.0,26.07143,
3934925,2,507,213.0,8,1057,64.0,253.5,132.125,
3934927,1,179,179.0,7,703,40.0,179.0,100.4286,
3934930,3,454,105.0,6,224,16.0,151.3333,37.33333,
3934934,1,168,168.0,17,1219,33.0,168.0,71.70588,5485161.0
3934935,3,769,220.0,13,352,12.0,256.3333,27.07692,
3934936,1,165,165.0,6,480,32.0,165.0,80.0,
3934938,2,601,208.0,0,0,,300.5,,
3934940,2,414,206.0,6,506,58.0,207.0,84.33334,
3934941,1,241,241.0,11,976,23.0,241.0,88.72727,
3934944,3,434,93.0,12,615,19.0,144.6667,51.25,
3934950,2,209,93.0,14,369,14.0,104.5,26.35714,5403330.0
3934956,14,1834,89.0,7,267,15.0,131.0,38.14286,
3934959,1,198,198.0,1,42,42.0,198.0,42.0,5490621.0
3934960,1,210,210.0,8,275,16.0,210.0,34.375,
3934963,1,176,176.0,0,0,,176.0,,
3934964,4,960,224.0,2,264,121.0,240.0,132.0,
3934967,3,610,188.0,6,223,27.0,203.3333,37.16667,
3934968,2,321,78.0,2,95,18.0,160.5,47.5,
3934970,3,1372,346.0,35,1515,20.0,457.3333,43.28571,5551435.0
3934973,2,104,30.0,8,165,14.0,52.0,20.625,
3934977,2,124,44.0,5,84,13.0,62.0,16.8,
3934978,2,165,71.0,8,156,12.0,82.5,19.5,
3934979,2,97,42.0,7,94,12.0,48.5,13.42857,
3934980,2,88,40.0,7,106,12.0,44.0,15.14286,
3934984,1,83,83.0,1,37,37.0,83.0,37.0,
3934989,1,216,216.0,10,506,13.0,216.0,50.6,
3934991,1,81,81.0,4,104,20.0,81.0,26.0,
3934992,2,373,181.0,6,404,32.0,186.5,67.33334,
3934993,2,230,101.0,3,180,41.0,115.0,60.0,
3934996,3,439,104.0,11,440,19.0,146.3333,40.0,
3935006,1,71,71.0,10,257,13.0,71.0,25.7,
3935010,2,447,208.0,13,464,16.0,223.5,35.69231,
3935022,2,141,48.0,14,385,20.0,70.5,27.5,
3935025,1,109,109.0,18,478,14.0,109.0,26.55556,
3935027,2,176,52.0,8,458,36.0,88.0,57.25,
3935028,3,848,117.0,9,276,18.0,282.6667,30.66667,
3935030,1,198,198.0,4,170,36.0,198.0,42.5,
3935041,2,369,108.0,21,703,15.0,184.5,33.47619,
3935042,5,870,151.0,10,393,25.0,174.0,39.3,
3935043,1,191,191.0,1,51,51.0,191.0,51.0,
3935044,1,114,114.0,6,203,24.0,114.0,33.83333,5452397.0
3935045,1,141,141.0,11,385,13.0,141.0,35.0,
3935049,1,124,124.0,11,315,15.0,124.0,28.63636,
3935050,1,86,86.0,1,21,21.0,86.0,21.0,
3935051,2,356,151.0,7,159,13.0,178.0,22.71428,
3935052,1,152,152.0,0,0,,152.0,,
3935061,1,162,162.0,7,240,18.0,162.0,34.28571,
3935062,1,127,127.0,9,510,20.0,127.0,56.66667,
3935063,1,118,118.0,4,160,27.0,118.0,40.0,
3935069,3,240,62.0,17,325,12.0,80.0,19.11765,
3935073,2,414,165.0,7,199,14.0,207.0,28.42857,5182812.0
3935075,1,253,253.0,14,426,13.0,253.0,30.42857,
3935078,1,173,173.0,3,179,22.0,173.0,59.66667,
3935079,3,399,86.0,16,682,19.0,133.0,42.625,
3935084,1,122,122.0,4,145,25.0,122.0,36.25,
3935090,1,147,147.0,4,179,37.0,147.0,44.75,
3935094,2,193,91.0,6,201,21.0,96.5,33.5,
3935095,2,342,141.0,0,0,,171.0,,
3935100,1,222,222.0,23,974,20.0,222.0,42.34783,
3935103,3,1110,214.0,3,140,28.0,370.0,46.66667,
3935104,1,469,469.0,4,165,31.0,469.0,41.25,
3935106,2,393,167.0,2,111,35.0,196.5,55.5,5490136.0
3935107,1,173,173.0,6,219,15.0,173.0,36.5,
3935108,3,554,178.0,19,925,13.0,184.6667,48.68421,
3935109,3,552,168.0,2,89,35.0,184.0,44.5,
3935111,5,727,121.0,11,541,26.0,145.4,49.18182,5348588.0
3935112,1,117,117.0,2,81,38.0,117.0,40.5,
3935113,1,265,265.0,1,49,49.0,265.0,49.0,5446364.0
3935117,1,94,94.0,2,50,24.0,94.0,25.0,
3935118,7,709,71.0,49,2412,18.0,101.2857,49.22449,5441342.0
3935123,6,1871,167.0,30,1090,11.0,311.8333,36.33333,
3935128,2,203,95.0,15,363,13.0,101.5,24.2,
3935133,1,372,372.0,15,695,13.0,372.0,46.33333,
3935135,1,248,248.0,4,74,11.0,248.0,18.5,
3935136,2,540,228.0,24,932,15.0,270.0,38.83333,
3935148,2,297,124.0,7,140,14.0,148.5,20.0,
3935154,6,475,32.0,20,435,10.0,79.16666,21.75,
3935160,1,232,232.0,8,261,13.0,232.0,32.625,
3935170,1,112,112.0,0,0,,112.0,,
3935180,1,706,706.0,15,464,17.0,706.0,30.93333,
3935187,1,80,80.0,7,245,28.0,80.0,35.0,
3935188,1,135,135.0,17,519,14.0,135.0,30.52941,
3935215,2,110,36.0,5,86,13.0,55.0,17.2,
3935223,1,115,115.0,3,89,14.0,115.0,29.66667,
3935237,1,188,188.0,10,436,14.0,188.0,43.6,
3935242,1,57,57.0,9,325,11.0,57.0,36.11111,5487140.0
3935260,1,186,186.0,18,393,15.0,186.0,21.83333,
3935265,1,100,100.0,4,153,15.0,100.0,38.25,
3935269,1,173,173.0,12,396,15.0,173.0,33.0,
3935274,1,315,315.0,5,106,12.0,315.0,21.2,
3935276,1,109,109.0,13,322,18.0,109.0,24.76923,
3935285,2,234,101.0,5,129,14.0,117.0,25.8,5290056.0
3935288,3,233,58.0,19,458,15.0,77.66666,24.10526,
3935290,2,989,426.0,5,502,27.0,494.5,100.4,
3935293,2,531,248.0,11,296,13.0,265.5,26.90909,
3935294,1,100,100.0,7,204,15.0,100.0,29.14286,
3935300,1,62,62.0,3,75,16.0,62.0,25.0,
3935304,1,146,146.0,14,314,15.0,146.0,22.42857,5465462.0
3935305,1,126,126.0,15,359,12.0,126.0,23.93333,5474551.0
3935307,3,498,69.0,3,174,58.0,166.0,58.0,
3935317,2,340,137.0,8,366,29.0,170.0,45.75,
3935318,2,256,128.0,14,310,11.0,128.0,22.14286,
3935320,4,208,43.0,10,208,13.0,52.0,20.8,
3935331,2,197,89.0,4,73,17.0,98.5,18.25,
3935334,1,134,134.0,17,574,10.0,134.0,33.76471,5481916.0
3935338,1,155,155.0,4,169,27.0,155.0,42.25,
3935339,2,201,96.0,15,337,14.0,100.5,22.46667,
3935353,1,235,235.0,2,71,34.0,235.0,35.5,
3935355,2,760,368.0,30,1428,14.0,380.0,47.6,
3935356,4,634,122.0,0,0,,158.5,,5364713.0
3935358,1,167,167.0,33,674,12.0,167.0,20.42424,
3935361,3,507,158.0,6,190,21.0,169.0,31.66667,
3935366,2,287,94.0,39,1418,17.0,143.5,36.35897,
3935367,2,151,74.0,25,539,13.0,75.5,21.56,
3935369,1,155,155.0,8,630,16.0,155.0,78.75,
3935371,5,1138,164.0,6,166,19.0,227.6,27.66667,5480236.0
3935373,2,180,55.0,6,298,22.0,90.0,49.66667,
3935377,1,132,132.0,3,74,15.0,132.0,24.66667,
3935378,1,170,170.0,9,361,18.0,170.0,40.11111,
3935380,1,134,134.0,5,228,24.0,134.0,45.6,5530133.0
3935382,4,595,104.0,5,215,23.0,148.75,43.0,5447960.0
3935387,1,141,141.0,20,1192,25.0,141.0,59.6,
3935389,3,593,186.0,3,86,17.0,197.6667,28.66667,
3935390,1,514,514.0,5,270,21.0,514.0,54.0,5366791.0
3935391,1,282,282.0,5,232,20.0,282.0,46.4,
3935392,3,687,194.0,10,621,24.0,229.0,62.1,5434013.0
3935393,2,391,174.0,4,129,22.0,195.5,32.25,
3935395,2,324,144.0,3,104,27.0,162.0,34.66667,
3935396,3,487,137.0,4,246,36.0,162.3333,61.5,5543479.0
3935398,1,189,189.0,2,48,17.0,189.0,24.0,5161825.0
3935399,2,462,198.0,5,79,13.0,231.0,15.8,
3935400,1,48,48.0,8,284,13.0,48.0,35.5,
3935403,1,166,166.0,7,272,23.0,166.0,38.85714,
3935406,1,324,324.0,4,256,20.0,324.0,64.0,
3935407,1,273,273.0,5,543,59.0,273.0,108.6,
3935408,4,616,112.0,19,737,22.0,154.0,38.78947,
3935413,1,376,376.0,12,647,27.0,376.0,53.91667,
3935420,2,472,140.0,0,0,,236.0,,
3935426,3,447,129.0,3,98,32.0,149.0,32.66667,
3935431,1,411,411.0,28,1380,14.0,411.0,49.28571,5533128.0
3935433,2,394,192.0,8,209,16.0,197.0,26.125,
3935434,5,1116,137.0,3,83,21.0,223.2,27.66667,
3935436,12,1914,45.0,52,1732,13.0,159.5,33.30769,
3935437,3,362,106.0,13,572,25.0,120.6667,44.0,
3935438,3,808,250.0,20,1200,27.0,269.3333,60.0,
3935441,1,130,130.0,8,155,15.0,130.0,19.375,
3935443,1,67,67.0,7,429,34.0,67.0,61.28571,
3935445,4,736,142.0,6,404,22.0,184.0,67.33334,
3935448,1,122,122.0,4,152,28.0,122.0,38.0,
3935450,2,479,156.0,10,277,13.0,239.5,27.7,
3935451,4,512,94.0,29,892,13.0,128.0,30.75862,
3935455,2,412,204.0,19,705,12.0,206.0,37.10526,
3935458,3,363,113.0,17,471,13.0,121.0,27.70588,
3935459,3,466,127.0,15,425,18.0,155.3333,28.33333,
3935463,5,850,107.0,20,642,13.0,170.0,32.1,
3935465,1,223,223.0,22,937,20.0,223.0,42.59091,
3935467,2,254,119.0,3,102,33.0,127.0,34.0,
3935468,5,744,109.0,13,489,14.0,148.8,37.61538,
3935470,2,272,134.0,18,2073,20.0,136.0,115.1667,
3935471,1,96,96.0,3,117,19.0,96.0,39.0,
3935473,5,1168,200.0,2,53,20.0,233.6,26.5,
3935474,5,1502,264.0,11,529,19.0,300.4,48.09091,
3935477,1,346,346.0,5,202,34.0,346.0,40.4,
3935484,2,466,221.0,12,504,18.0,233.0,42.0,
3935485,1,187,187.0,15,591,19.0,187.0,39.4,5506814.0
3935486,1,135,135.0,1,63,63.0,135.0,63.0,
3935487,2,281,116.0,9,368,19.0,140.5,40.88889,
3935489,2,416,203.0,2,132,38.0,208.0,66.0,5463560.0
3935494,2,327,132.0,1,73,73.0,163.5,73.0,
3935496,1,143,143.0,4,163,23.0,143.0,40.75,
3935498,3,706,209.0,4,104,18.0,235.3333,26.0,
3935499,2,345,122.0,16,566,23.0,172.5,35.375,
3935500,3,467,114.0,16,604,25.0,155.6667,37.75,
3935503,4,339,76.0,8,291,17.0,84.75,36.375,
3935504,2,174,62.0,9,244,13.0,87.0,27.11111,
3935505,4,921,178.0,0,0,,230.25,,
3935506,1,119,119.0,6,170,15.0,119.0,28.33333,
3935510,1,353,353.0,0,0,,353.0,,
3935525,3,427,98.0,10,512,33.0,142.3333,51.2,5510391.0
3935526,3,453,123.0,8,562,43.0,151.0,70.25,
3935538,1,125,125.0,20,925,20.0,125.0,46.25,5499337.0
3935543,2,262,119.0,6,303,19.0,131.0,50.5,
3935545,3,199,55.0,2,48,21.0,66.33334,24.0,
3935549,1,156,156.0,16,368,13.0,156.0,23.0,
3935550,3,696,145.0,10,346,16.0,232.0,34.6,
3935554,1,75,75.0,10,451,25.0,75.0,45.1,
3935557,1,68,68.0,5,149,17.0,68.0,29.8,
3935559,1,167,167.0,7,284,29.0,167.0,40.57143,
3935564,3,225,68.0,18,655,17.0,75.0,36.38889,
3935570,1,185,185.0,3,164,47.0,185.0,54.66667,
3935571,2,357,128.0,9,526,22.0,178.5,58.44444,
3935572,4,927,105.0,5,378,32.0,231.75,75.6,
3935578,5,608,106.0,6,191,23.0,121.6,31.83333,
3935579,2,512,227.0,4,333,40.0,256.0,83.25,5390891.0
3935581,1,321,321.0,3,170,44.0,321.0,56.66667,
3935591,2,265,96.0,4,328,55.0,132.5,82.0,
3935592,1,202,202.0,6,201,19.0,202.0,33.5,
3935593,4,438,66.0,11,328,21.0,109.5,29.81818,
3935594,1,206,206.0,10,391,17.0,206.0,39.1,
3935595,1,301,301.0,0,0,,301.0,,
3935600,2,374,35.0,0,0,,187.0,,
3935602,1,122,122.0,6,155,15.0,122.0,25.83333,5498291.0
3935604,1,108,108.0,13,787,29.0,108.0,60.53846,
3935605,1,124,124.0,11,510,17.0,124.0,46.36364,
3935608,1,118,118.0,6,152,20.0,118.0,25.33333,
3935609,1,59,59.0,4,92,14.0,59.0,23.0,
3935610,2,612,280.0,5,323,46.0,306.0,64.6,
3935611,2,200,85.0,5,149,15.0,100.0,29.8,
3935613,1,260,260.0,2,139,55.0,260.0,69.5,
3935614,3,753,220.0,47,1965,20.0,251.0,41.80851,5499908.0
3935621,1,198,198.0,9,357,24.0,198.0,39.66667,5432838.0
3935622,1,405,405.0,9,390,23.0,405.0,43.33333,
3935625,1,268,268.0,2,162,56.0,268.0,81.0,5489734.0
3935626,2,491,239.0,3,220,41.0,245.5,73.33334,
3935627,1,188,188.0,15,520,15.0,188.0,34.66667,
3935629,1,397,397.0,8,372,17.0,397.0,46.5,
3935632,1,196,196.0,4,121,14.0,196.0,30.25,
3935633,1,92,92.0,1,29,29.0,92.0,29.0,
3935635,2,389,176.0,8,257,16.0,194.5,32.125,
3935636,1,249,249.0,3,136,33.0,249.0,45.33333,
3935637,4,576,113.0,3,130,41.0,144.0,43.33333,5527451.0
3935638,4,583,134.0,2,55,18.0,145.75,27.5,
3935642,1,111,111.0,6,233,28.0,111.0,38.83333,
3935643,1,118,118.0,7,282,26.0,118.0,40.28571,
3935644,3,429,133.0,6,328,31.0,143.0,54.66667,
3935645,1,413,413.0,2,562,257.0,413.0,281.0,
3935646,2,295,116.0,4,104,21.0,147.5,26.0,5524364.0
3935648,1,113,113.0,12,379,24.0,113.0,31.58333,
3935649,1,185,185.0,5,142,22.0,185.0,28.4,
3935652,2,447,193.0,5,140,14.0,223.5,28.0,
3935657,2,145,64.0,4,151,28.0,72.5,37.75,
3935658,1,161,161.0,1,39,39.0,161.0,39.0,
3935660,2,198,72.0,12,347,15.0,99.0,28.91667,
3935661,2,398,153.0,4,123,17.0,199.0,30.75,
3935663,1,161,161.0,5,99,13.0,161.0,19.8,
3935665,1,132,132.0,8,209,14.0,132.0,26.125,
3935666,1,129,129.0,8,345,23.0,129.0,43.125,
3935667,2,499,235.0,8,256,15.0,249.5,32.0,
3935671,4,785,174.0,16,463,19.0,196.25,28.9375,
3935672,1,119,119.0,1,26,26.0,119.0,26.0,
3935678,6,2514,391.0,13,570,16.0,419.0,43.84615,
3935680,1,116,116.0,4,116,25.0,116.0,29.0,
3935681,1,108,108.0,19,640,16.0,108.0,33.68421,
3935682,3,539,164.0,7,251,16.0,179.6667,35.85714,5445498.0
3935684,3,585,150.0,7,378,20.0,195.0,54.0,5531914.0
3935688,2,418,186.0,4,196,38.0,209.0,49.0,
3935690,2,159,75.0,8,464,26.0,79.5,58.0,5531299.0
3935694,1,271,271.0,1,43,43.0,271.0,43.0,
3935698,2,304,132.0,8,200,13.0,152.0,25.0,
3935699,1,495,495.0,9,265,19.0,495.0,29.44444,
3935700,1,346,346.0,5,106,18.0,346.0,21.2,
3935705,5,780,112.0,6,281,27.0,156.0,46.83333,
3935706,1,197,197.0,15,1190,32.0,197.0,79.33334,
3935707,3,574,169.0,33,2890,46.0,191.3333,87.57576,
3935712,3,681,171.0,4,155,31.0,227.0,38.75,
3935714,1,235,235.0,4,104,22.0,235.0,26.0,
3935720,1,436,436.0,10,517,22.0,436.0,51.7,
3935721,1,159,159.0,8,434,31.0,159.0,54.25,
3935725,1,163,163.0,8,340,15.0,163.0,42.5,
3935726,1,127,127.0,14,409,13.0,127.0,29.21428,
3935733,1,208,208.0,1,24,24.0,208.0,24.0,
3935736,1,233,233.0,5,381,38.0,233.0,76.2,
3935737,2,201,90.0,9,264,18.0,100.5,29.33333,
3935741,7,1652,153.0,14,721,31.0,236.0,51.5,5448978.0
3935742,4,630,99.0,16,428,14.0,157.5,26.75,
3935748,3,447,123.0,76,5124,34.0,149.0,67.42105,
3935750,5,531,83.0,15,728,19.0,106.2,48.53333,
3935751,1,159,159.0,4,162,21.0,159.0,40.5,
3935760,1,301,301.0,6,384,13.0,301.0,64.0,5438224.0
3935765,4,1700,342.0,9,838,45.0,425.0,93.11111,
3935770,1,205,205.0,23,888,17.0,205.0,38.6087,
3935776,2,437,197.0,26,1057,14.0,218.5,40.65385,
3935779,1,158,158.0,11,594,22.0,158.0,54.0,
3935780,2,372,149.0,5,261,29.0,186.0,52.2,
3935782,2,190,84.0,5,130,17.0,95.0,26.0,5531153.0
3935784,3,303,92.0,16,465,19.0,101.0,29.0625,
3935789,4,1281,292.0,13,783,25.0,320.25,60.23077,
3935791,1,494,494.0,28,2542,28.0,494.0,90.78571,
3935794,2,612,303.0,11,562,20.0,306.0,51.09091,
3935796,1,177,177.0,9,245,17.0,177.0,27.22222,5461355.0
3935798,7,1666,158.0,15,961,31.0,238.0,64.06667,
3935801,1,241,241.0,0,0,,241.0,,
3935803,5,1899,267.0,8,411,21.0,379.8,51.375,
3935804,1,306,306.0,2,60,20.0,306.0,30.0,
3935805,1,184,184.0,2,95,29.0,184.0,47.5,
3935810,1,61,61.0,3,70,20.0,61.0,23.33333,
3935812,1,75,75.0,2,60,29.0,75.0,30.0,
3935813,1,383,383.0,0,0,,383.0,,
3935816,1,188,188.0,5,211,14.0,188.0,42.2,5431949.0
3935819,1,109,109.0,3,263,34.0,109.0,87.66666,
3935822,2,403,176.0,7,260,23.0,201.5,37.14286,
3935823,3,580,150.0,7,355,24.0,193.3333,50.71429,
3935829,1,262,262.0,6,122,14.0,262.0,20.33333,
3935832,1,119,119.0,4,112,14.0,119.0,28.0,
3935834,2,662,257.0,12,526,19.0,331.0,43.83333,
3935835,1,120,120.0,21,1285,16.0,120.0,61.19048,
3935837,1,337,337.0,10,407,16.0,337.0,40.7,
3935839,1,95,95.0,8,223,17.0,95.0,27.875,5472619.0
3935840,1,542,542.0,2,243,62.0,542.0,121.5,
3935842,3,679,155.0,3,194,37.0,226.3333,64.66666,
3935843,1,752,752.0,4,357,61.0,752.0,89.25,
3935846,1,284,284.0,31,1384,17.0,284.0,44.64516,
3935847,2,312,129.0,8,488,17.0,156.0,61.0,5453680.0
3935848,2,422,203.0,8,357,13.0,211.0,44.625,
3935849,1,199,199.0,9,242,17.0,199.0,26.88889,
3935850,2,828,380.0,0,0,,414.0,,
3935852,6,1232,160.0,5,235,28.0,205.3333,47.0,5471806.0
3935853,1,242,242.0,5,336,19.0,242.0,67.2,
3935854,1,188,188.0,10,362,14.0,188.0,36.2,5529444.0
3935856,1,61,61.0,2,43,20.0,61.0,21.5,
3935858,2,437,200.0,3,114,29.0,218.5,38.0,5540505.0
3935859,2,120,53.0,5,166,22.0,60.0,33.2,5506401.0
3935863,2,237,118.0,2,45,19.0,118.5,22.5,
3935865,1,159,159.0,8,259,17.0,159.0,32.375,
3935866,3,391,116.0,22,1403,32.0,130.3333,63.77273,5536030.0
3935870,2,402,195.0,4,226,29.0,201.0,56.5,
3935871,1,25,25.0,1,20,20.0,25.0,20.0,
3935874,1,132,132.0,8,325,26.0,132.0,40.625,
3935878,1,134,134.0,6,246,31.0,134.0,41.0,
3935883,1,212,212.0,9,436,27.0,212.0,48.44444,
3935886,2,113,32.0,0,0,,56.5,,
3935887,1,115,115.0,9,364,28.0,115.0,40.44444,5479365.0
