own_addr_1,own_addr_2,own_addr_city,own_composed_of,own_addr_country_cd,own_altn_name,own_entity_desc,own_seq,own_entity_cd,own_nalty_country_cd,own_nalty_other_cd,own_nalty_state_cd,own_addr_other_cd,own_name,own_type_cd,own_addr_postal,own_addr_state_cd,own_id,serial_no
1192 Garrison Drive,,Saint Augustine,,,,,1,16,,,FL,,"Your Apple Today, LLC",20,32092,FL,16272950,86053998
1192 Garrison Drive,,Saint Augustine,,,,,1,16,,,FL,,"Your Apple Today, LLC",10,32092,FL,16272951,86053998
M1-1518,333 CONTINENTAL BOULEVARD,EL SEGUNDO,,,,,1,3,,,DE,,"MATTEL, INC.",30,90245,CA,16273018,86054026
M1-1518,333 CONTINENTAL BOULEVARD,EL SEGUNDO,,,,,1,3,,,DE,,"MATTEL, INC.",20,90245,CA,16273019,86054026
M1-1518,333 CONTINENTAL BOULEVARD,EL SEGUNDO,,,,,1,3,,,DE,,"MATTEL, INC.",10,90245,CA,16273020,86054026
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"SAMSUNG ELECTRONICS CO., LTD.",30,,,16274098,86054463
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"SAMSUNG ELECTRONICS CO., LTD.",20,,,16274099,86054463
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"SAMSUNG ELECTRONICS CO., LTD.",10,,,16274100,86054463
1585 Broadway,,New York,,,,,1,3,,,DE,,Morgan Stanley,30,10036,NY,16276084,86055357
1585 Broadway,,New York,,,,,1,3,,,DE,,Morgan Stanley,20,10036,NY,16276085,86055357
1585 Broadway,,New York,,,,,1,3,,,DE,,Morgan Stanley,10,10036,NY,16276086,86055357
,"129, Samsung-ro, Yeongtong-gu","Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",30,16677,,16277638,86056022
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,16277639,86056022
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,16277640,86056022
,"129, Samsung-ro, Yeongtong-gu","Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",30,16677,,16277641,86056023
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,16277642,86056023
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,16277643,86056023
,"1321-20, Seocho Dong, Seocho-Gu",Seoul,,KR,,,1,3,KR,,,,Samsung C&T Corporation,30,137-956,,16277650,86056026
"1321-20, Seocho Dong, Seocho-Gu",,Seoul,,KR,,,1,3,KR,,,,Samsung C&T Corporation,20,,,16277651,86056026
"1321-20, Seocho Dong, Seocho-Gu",,Seoul,,KR,,,1,3,KR,,,,Samsung C&T Corporation,10,,,16277652,86056026
,"1321-20, Seocho Dong, Seocho-Gu",Seoul,,KR,,,1,3,KR,,,,Samsung C&T Corporation,30,137-956,,16277660,86056031
"1321-20, Seocho Dong, Seocho-Gu",,Seoul,,KR,,,1,3,KR,,,,Samsung C&T Corporation,20,,,16277661,86056031
"1321-20, Seocho Dong, Seocho-Gu",,Seoul,,KR,,,1,3,KR,,,,Samsung C&T Corporation,10,,,16277662,86056031
,514 Old Mt. Holly Road,Stanley,,,,,1,3,,,NC,,"Stanley Total Living Center, Inc.",30,28164,NC,16278659,86056485
514 Old Mt. Holly Road,,Stanley,,,,,1,3,,,NC,,"Stanley Total Living Center, Inc.",20,28164,NC,16278660,86056485
514 Old Mt. Holly Road,,Stanley,,,,,1,3,,,NC,,"Stanley Total Living Center, Inc.",10,28164,NC,16278661,86056485
"129, Samsung-ro, Yeongtong-gu, Suwon-si",,Gyeonggi-do,,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",30,,,16278851,86056567
"129, Samsung-ro, Yeongtong-gu, Suwon-si",,Gyeonggi-do,,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,16278852,86056567
"129, Samsung-ro, Yeongtong-gu, Suwon-si",,Gyeonggi-do,,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,16278853,86056567
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"SAMSUNG ELECTRONICS CO., LTD.",20,,,16279523,86056858
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"SAMSUNG ELECTRONICS CO., LTD.",10,,,16279524,86056858
150 Tupelo Road,,Naples,,,,,1,16,,,IL,,"Sprouting Star Wellness, LLC",20,34108,FL,16283827,86058689
1414 W. Barry Avenue,,Chicago,,,,,1,16,,,IL,,"Sprouting Star Wellness, LLC",10,60657,IL,16283828,86058689
"4211 Redwood Ave, #201",,Los Angeles,,,,,1,1,US,,,,Barrick Prince,20,90066,CA,16285141,86059255
"4211 Redwood Ave, #201",,Los Angeles,,,,,1,1,US,,,,Barrick Prince,10,90066,CA,16285142,86059255
1585 BROADWAY,,NEW YORK,,,,,1,16,,,DE,,"MORGAN STANLEY DOMESTIC HOLDINGS, LLC",32,10036,NY,16286229,86059729
,1585 BROADWAY,NEW YORK,,,,,1,3,,,DE,,"MORGAN STANLEY DOMESTIC HOLDINGS, INC.",31,10036,NY,16286230,86059729
2000 Westchester Avenue,,Purchase,,,,,1,16,,,DE,,Morgan Stanley Smith Barney Holdings LLC,30,10577,NY,16286231,86059729
2000 Westchester Avenue,,Purchase,,,,,1,16,,,DE,,Morgan Stanley Smith Barney Holdings LLC,20,10577,NY,16286232,86059729
2000 Westchester Avenue,,Purchase,,,,,1,16,,,DE,,Morgan Stanley Smith Barney Holdings LLC,10,10577,NY,16286233,86059729
1711 Versailles Ave,,Allen,,,,,1,1,US,,,,"Odza, Arzie",10,75002,TX,16287392,86060226
5090 richmond blvd. #432,,Houston,,,,,1,16,,,NV,,Sbu Global Enterprises,20,77056,TX,16287878,86060434
5090 richmond blvd. #432,,Houston,,,,,1,16,,,NV,,Sbu Global Enterprises,10,77056,TX,16287879,86060434
12 White Alder St.,,littleton,"Greg Tally, American Meredith Tally, American",,,limited liability limited partnership,1,99,,,CO,,Stegosaur LLLP,20,80127,CO,16287946,86060468
12 White Alder St.,,littleton,"Greg Tally, American Meredith Tally, American",,,limited liability limited partnership,1,99,,,CO,,Stegosaur LLLP,10,80127,CO,16287947,86060468
ONE BUSCH PLACE,,ST. LOUIS,,,,,1,16,,,MO,,"ANHEUSER-BUSCH, LLC",20,63118,MO,16288194,86060580
ONE BUSCH PLACE,,ST. LOUIS,,,,,1,16,,,MO,,ANHEUSER-BUSCH LLC,10,63118,MO,16288195,86060580
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"SAMSUNG ELECTRONICS CO., LTD.",30,,,16290739,86061699
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"SAMSUNG ELECTRONICS CO., LTD.",20,,,16290740,86061699
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"SAMSUNG ELECTRONICS CO., LTD.",10,,,16290741,86061699
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"SAMSUNG ELECTRONICS CO., LTD.",30,16677,,16290784,86061720
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"SAMSUNG ELECTRONICS CO., LTD.",20,,,16290785,86061720
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"SAMSUNG ELECTRONICS CO., LTD.",10,,,16290786,86061720
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",30,,,16294742,86063445
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,16294743,86063445
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,16294744,86063445
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",30,,,16294748,86063447
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,16294749,86063447
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,16294750,86063447
P.O. Box 26432,,Federal Way,,,,,1,16,,,WA,,"Fresh Matters, LLC",20,98093,WA,16296176,86064022
P.O. Box 26432,,Federal Way,,,,,1,16,,,WA,,"Fresh Matters, LLC",10,98093,WA,16296177,86064022
35 Market Street,,Poughkeepsie,,,,,1,16,,,NY,,Dutch Spirits LLC,10,12601,NY,16296775,86064275
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,16297482,86064575
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,16297483,86064575
,"129, Samsung-ro, Yeongtong-gu, Suwon-si",Gyeonggi-do,,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",30,16677,,16299309,86065409
"129, Samsung-ro, Yeongtong-gu, Suwon-si",,Gyeonggi-do,,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,16299310,86065409
"129, Samsung-ro, Yeongtong-gu, Suwon-si",,Gyeonggi-do,,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,16299311,86065409
,"18 Hook Mountain Road, Suite 203",Pine Brook,,,,,1,1,US,,,,Paul Stanley,30,07058,NY,16300021,86065695
"c/o Joseph Young Associates, Ltd.","18 Hook Mountain Road, Suite 203",Pine Brook,,,,,1,1,US,,,,Paul Stanley,20,07058,NY,16300022,86065695
"c/o Joseph Young Associates, Ltd.","18 Hook Mountain Road, Suite 203",Pine Brook,,,,,1,1,US,,,,Paul Stanley,10,07058,NY,16300023,86065695
IP Department - Trademark Group,500 South Buena Vista Street,Burbank,,,,,1,3,,,DE,,"Marvel Characters, Inc.",30,91521,CA,16303285,86067089
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Marvel Characters, Inc.",20,91521,CA,16303286,86067089
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Marvel Characters, Inc.",10,91521,CA,16303287,86067089
IP Department - Trademark Group,500 South Buena Vista Street,Burbank,,,,,1,3,,,DE,,"Marvel Characters, Inc.",30,91521,CA,16303311,86067104
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Marvel Characters, Inc.",20,91521,CA,16303312,86067104
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Marvel Characters, Inc.",10,91521,CA,16303313,86067104
IP Department - Trademark Group,500 South Buena Vista Street,Burbank,,,,,1,3,,,DE,,"Marvel Characters, Inc.",30,91521,CA,16303328,86067110
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Marvel Characters, Inc.",20,91521,CA,16303329,86067110
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Marvel Characters, Inc.",10,91521,CA,16303330,86067110
IP Department - Trademark Group,500 South Buena Vista Street,Burbank,,,,,1,3,,,DE,,"Marvel Characters, Inc.",30,91521,CA,16303352,86067120
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Marvel Characters, Inc.",20,91521,CA,16303353,86067120
500 South Buena Vista Street,,Burbank,,,,,1,3,,,DE,,"Marvel Characters, Inc.",10,91521,CA,16303354,86067120
12 Desbrosses St.,,New York,,,,,1,16,,,DE,,"Allegory Productions, LLC",30,10013,NY,16304570,86067670
12 Desbrosses St.,,New York,,,,,1,16,,,DE,,"Allegory Productions, LLC",20,10013,NY,16304571,86067670
12 Desbrosses St.,,New York,,,,,1,16,,,DE,,"Allegory Productions, LLC",10,10013,NY,16304572,86067670
135 S. Rosemead Blvd.,,Pasadena,,,,,1,3,,,CA,,California Chevon Corp.,30,91107,CA,16306831,86068624
135 S. Rosemead Blvd.,,Pasadena,,,,,1,3,,,CA,,California Chevon Corp.,20,91107,CA,16306832,86068624
135 S. Rosemead Blvd.,,Pasadena,,,,,1,3,,,CA,,California Chevon Corp.,10,91107,CA,16306833,86068624
2011 Lemoine Ave Suite#201,,Fort Lee,,,,,1,3,,,NY,,"Millennium Fashion of NJ, Inc.",10,07024,NJ,16308384,86069331
1124 Jerd Branch Road,,Lansing,,,DBA Bent Apple Cider,,1,16,,,NC,,"Bent Apple Farms, LLC",10,28643,NC,16310969,86070447
200 LADISH ROAD,,CYNTHIANA,,,,,1,16,,,DE,,"CONTINENTAL MIXER SOLUTIONS, LLC",21,41031,KY,16311710,86070774
2701 Navistar Drive,,Lisle,,,,,1,16,,,IL,,"International Truck Intellectual Property Company, LLC",20,60532,IL,16311711,86070774
2701 Navistar Drive,,Lisle,,,,,1,16,,,IL,,"International Truck Intellectual Property Company, LLC",10,60532,IL,16311712,86070774
29 Milton Dr.,,Manchester,"Michael Linda, executor, a citizen of the United States",,,,1,18,,,NY,,Robert Charles Guccione Estate,10,08759,NJ,16312220,86071003
"5F SHINAGAWA SEASIDE EAST TOWER, 4-12-8",,TOKYO,,JP,,,1,3,JP,,,,MARVELOUS INC.,21,,,16316015,86072661
"5F SHINAGAWA SEASIDE EAST TOWER, 4-12-8",,Tokyo,,JP,,,1,3,JP,,,,MARVELOUSAQL INC.,20,,,16316016,86072661
"5F SHINAGAWA SEASIDE EAST TOWER, 4-12-8",,Tokyo,,JP,,,1,3,JP,,,,MARVELOUSAQL INC.,10,,,16316017,86072661
"5F SHINAGAWA SEASIDE EAST TOWER, 4-12-8",,TOKYO,,JP,,,1,3,JP,,,,MARVELOUS INC.,21,,,16316023,86072665
"5F SHINAGAWA SEASIDE EAST TOWER, 4-12-8",,Tokyo,,JP,,,1,3,JP,,,,MARVELOUSAQL INC.,20,,,16316024,86072665
"5F SHINAGAWA SEASIDE EAST TOWER, 4-12-8",,Tokyo,,JP,,,1,3,JP,,,,MARVELOUSAQL INC.,10,,,16316025,86072665
30554 5th ave,,Big Pine Key,,,,,1,3,CZ,,,,ISC Communication USA Corp.,10,33043,FL,16321638,86075103
TWR 15-1,333 CONTINENTAL BOULEVARD,EL SEGUNDO,,,,,1,3,,,DE,,"MATTEL, INC.",20,90245,CA,16322108,86075289
M1-1518,333 CONTINENTAL BOULEVARD,EL SEGUNDO,,,,,1,3,,,DE,,"MATTEL, INC.",10,90245,CA,16322109,86075289
"129, Samsung-ro, Yeongtong-gu, Suwon-si",,Gyeonggi-do,,KR,,,1,3,KR,,,,"SAMSUNG ELECTRONICS CO., LTD.",30,,,16328577,86078164
"129, Samsung-ro, Yeongtong-gu, Suwon-si",,Gyeonggi-do,,KR,,,1,3,KR,,,,"SAMSUNG ELECTRONICS CO., LTD.",20,,,16328578,86078164
"129, Samsung-ro, Yeongtong-gu, Suwon-si",,Gyeonggi-do,,KR,,,1,3,KR,,,,"SAMSUNG ELECTRONICS CO., LTD.",10,,,16328579,86078164
13194 Bellaire Blvd,,houston,,,,,1,16,,,TX,,"Apple Dentists, PLLC",30,77072,TX,16331152,86079301
13194 Bellaire Blvd,,houston,,,,,1,16,,,TX,,"Apple Dentists, PLLC",20,77072,TX,16331153,86079301
13194 Bellaire Blvd,,houston,,,,,1,16,,,TX,,"Apple Dentists, PLLC",10,77072,TX,16331154,86079301
,"129, Samsung-ro, Yeongtong-gu","Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",30,16677,,16332898,86080042
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,16332899,86080042
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,16332900,86080042
620 F. STREET,,FRESNO,,,,,1,16,,,CA,,FULL CIRCLE BREWING CO. LTD. LLC,31,93706,CA,16333321,86080224
36a Mill Street,,Healdsburg,,,,,1,3,,,CA,,"Sonoma Beverage Works, Inc.",30,954484010,CA,16333322,86080224
36a Mill Street,,Healdsburg,,,,,1,3,,,CA,,"Sonoma Beverage Works, Inc.",20,954484010,CA,16333323,86080224
36a Mill Street,,Healdsburg,,,,,1,3,,,CA,,"Sonoma Beverage Works, Inc.",10,954484010,CA,16333324,86080224
,"13750 S. Sedona Parkway, Suite 3",Lansing,,,,A QUASI-GOVERNMENTAL ORGANIZATION FORMED UNDER MICHIGAN PUBLIC ACT 232.,1,99,,,MI,,Michigan Apple Committee,30,48906,MI,16335153,86081020
"13750 S. Sedona Parkway, Suite 3",,Lansing,,,,A QUASI-GOVERNMENTAL ORGANIZATION FORMED UNDER MICHIGAN PUBLIC ACT 232.,1,99,,,MI,,Michigan Apple Committee,20,48906,MI,16335154,86081020
"13750 S. Sedona Parkway, Suite 3",,Lansing,,,,,1,6,,,MI,,Michigan Apple Committee,10,48906,MI,16335155,86081020
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",30,,,16338982,86082656
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,16338983,86082656
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,16338984,86082656
1772 Route 209,,"Franklin Centre, Québe",,CA,,,1,3,CA,,,,Vergers Leahy Inc./Leahy Orchards Inc.,30,J0S1E0,,16339956,86083071
1772 Route 209,,"Franklin Centre, Québe",,CA,,,1,3,CA,,,,Vergers Leahy Inc./Leahy Orchards Inc.,20,J0S1E0,,16339957,86083071
1772 Route 209,,"Franklin Centre, Québe",,CA,,,1,3,CA,,,,Vergers Leahy Inc./Leahy Orchards Inc.,10,J0S1E0,,16339958,86083071
,1772 Route 209,"Franklin Centre, Québe",,CA,,,1,3,CA,,,,Vergers Leahy Inc./Leahy Orchards Inc.,30,J0S1E0,,16339996,86083087
1772 Route 209,,"Franklin Centre, Québe",,CA,,,1,3,CA,,,,Vergers Leahy Inc./Leahy Orchards Inc.,20,J0S1E0,,16339997,86083087
1772 Route 209,,"Franklin Centre, Québe",,CA,,,1,3,CA,,,,Vergers Leahy Inc./Leahy Orchards Inc.,10,J0S1E0,,16339998,86083087
532 Oak Run Drive,,Raleigh,,,,,1,1,US,,,,"Robinson, Andrei A.",30,27606,NC,16341480,86083756
532 Oak Run Drive,,Raleigh,,,,,1,1,US,,,,"Robinson, Andrei A.",20,27606,NC,16341481,86083756
532 Oak Run Drive,,Raleigh,,,,,1,1,US,,,,"Robinson, Andrei A.",10,27606,NC,16341482,86083756
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,16346532,86086393
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,16346533,86086393
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",30,,,16346540,86086396
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,16346541,86086396
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,16346542,86086396
#39371,548 Market Street,San Francisco,,,,,1,16,,,CA,,Hak5 LLC,20,94104,CA,16346804,86086510
#39371,548 Market Street,San Francisco,,,,,1,16,,,CA,,Hak5 LLC,10,94104,CA,16346805,86086510
#39371,548 Market Street,San Francisco,,,,,1,16,,,CA,,Hak5 LLC,30,94104,CA,16346810,86086513
#39371,548 Market Street,San Francisco,,,,,1,16,,,CA,,Hak5 LLC,20,94104,CA,16346811,86086513
#39371,548 Market Street,San Francisco,,,,,1,16,,,CA,,Hak5 LLC,10,94104,CA,16346812,86086513
"14, Seocho-daero 74-gil, Seocho-gu",,Seoul,,KR,,,1,3,KR,,,,Samsung C&T Corporation,20,,,16347329,86086740
"14, Seocho-daero 74-gil, Seocho-gu",,Seoul,,KR,,,1,3,KR,,,,Samsung C&T Corporation,10,,,16347330,86086740
1265 SIDDOWAY DRIVE,,REXBURG,,,,,1,16,,,ID,,"PFM, LLC",30,83440,ID,16351708,86088647
1265 SIDDOWAY DRIVE,,REXBURG,,,,,1,16,,,ID,,"PFM, LLC",20,83440,ID,16351709,86088647
1265 SIDDOWAY DRIVE,,REXBURG,,,,,1,16,,,ID,,"PFM, LLC",10,83440,ID,16351710,86088647
230 Hunting Ridge,,Rock Springs,,,,,1,1,US,,,,"Horton, William Duane",20,30739,GA,16353247,86089330
230 Hunting Ridge,,Rock Springs,,,,,1,1,US,,,,"Horton, William Duane",10,30739,GA,16353248,86089330
"129, Samsung-ro, Yeongtong-gu, Suwon-si",,Gyeonggi-do,,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",30,,,16355867,86090481
"129, Samsung-ro, Yeongtong-gu, Suwon-si",,Gyeonggi-do,,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,16355868,86090481
"129, Samsung-ro, Yeongtong-gu, Suwon-si",,Gyeonggi-do,,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,16355869,86090481
One Coca-Cola Plaza,,Atlanta,,,,,1,3,,,NY,,Energy Brands Inc.,30,30313,GA,16355929,86090507
One Coca-Cola Plaza,,Atlanta,,,,,1,3,,,NY,,Energy Brands Inc.,20,30313,GA,16355930,86090507
One Coca-Cola Plaza,,Atlanta,,,,,1,3,,,NY,,Energy Brands Inc.,10,30313,GA,16355931,86090507
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",30,,,16360040,86092313
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",20,,,16360041,86092313
"129, Samsung-ro, Yeongtong-gu",,"Suwon-si, Gyeonggi-do",,KR,,,1,3,KR,,,,"Samsung Electronics Co., Ltd.",10,,,16360042,86092313
750 Rt. 202 South,Suite 300,Bridgewater,,,,,1,16,,,DE,,"Applegate Farms, LLC",30,088075530,NJ,16360627,86092581
750 Rt. 202 South,Suite 300,Bridgewater,,,,,1,16,,,DE,,"Applegate Farms, LLC",20,088075530,NJ,16360628,86092581
750 Rt. 202 South,Suite 300,Bridgewater,,,,,1,16,,,DE,,"Applegate Farms, LLC",10,088075530,NJ,16360629,86092581
750 Rt. 202 South,Suite 300,Bridgewater,,,,,1,16,,,DE,,"Applegate Farms, LLC",20,088075530,NJ,16360645,86092590
750 Rt. 202 South,Suite 300,Bridgewater,,,,,1,16,,,DE,,"Applegate Farms, LLC",10,088075530,NJ,16360646,86092590
,"24, rue du Faubourg Saint-Honoré",PARIS,,FR,,société en commandite par actions (sca),1,99,FR,,,,HERMES INTERNATIONAL,30,75008,,16364511,86094284
"24, rue du Faubourg Saint-Honoré",,75008 PARIS,,FR,,société en commandite par actions (sca),1,99,FR,,,,HERMES INTERNATIONAL,20,,,16364512,86094284
"24, rue du Faubourg Saint-Honoré",,75008 PARIS,,FR,,société en commandite par actions (sca),1,99,FR,,,,HERMES INTERNATIONAL,10,,,16364513,86094284
,"24, rue du Faubourg Saint-Honoré",PARIS,,FR,,société en commandite par actions (sca),1,99,FR,,,,HERMES INTERNATIONAL,30,75008,,16364570,86094307
"24, rue du Faubourg Saint-Honoré",,75008 PARIS,,FR,,société en commandite par actions (sca),1,99,FR,,,,HERMES INTERNATIONAL,20,,,16364571,86094307
"24, rue du Faubourg Saint-Honoré",,75008 PARIS,,FR,,société en commandite par actions (sca),1,99,FR,,,,HERMES INTERNATIONAL,10,,,16364572,86094307
"2338 N. Loop 1604 W., Suite 200",,San Antonio,"NatureSweet Management, Inc., a Texas corporation",,,,1,13,,,TX,,"NatureSweet, Ltd.",10,78248,TX,16364983,86094482
"2338 N. Loop 1604 W., Suite 200",,San Antonio,"NatureSweet Management, Inc., a Texas corporation",,,,1,13,,,TX,,"NatureSweet, Ltd.",10,78248,TX,16365078,86094521
"14, Seocho-daero 74-gil, Seocho-gu",,Seoul,,KR,,,1,3,KR,,,,Samsung C&T Corporation,20,,,16366178,86095016
"14, Seocho-daero 74-gil, Seocho-gu",,Seoul,,KR,,,1,3,KR,,,,Samsung C&T Corporation,10,,,16366179,86095016
DON MARVELOUS,52 N 56th St,PHILADELPHIA,"PHENEL CHARLES, USA",,DBA DON MARVELOUS,,1,19,,,PA,,Don Marvelous,30,19139,PA,16367620,86095660
52 N 56th St,,PHILADELPHIA,"PHENEL CHARLES, USA",,,,1,19,,,PA,,Don Marvelous,10,19139,PA,16367621,86095660
"c/o Joseph Young Associates, Ltd.","18 Hook Mountain Road, Suite 203",Pine Brook,,,,,1,1,US,,,,Paul Stanley,30,07058,NJ,16367806,86095744
"c/o Joseph Young Associates, Ltd.","18 Hook Mountain Road, Suite 203",Pine Brook,,,,,1,1,US,,,,Paul Stanley,20,07058,NJ,16367807,86095744
"c/o Joseph Young Associates, Ltd.","18 Hook Mountain Road, Suite 203",Pine Brook,,,,,1,1,US,,,,Paul Stanley,10,07058,NJ,16367808,86095744
,397 Capital Drive,Charlottestown,,CA,,,1,3,CA,,,,Cows Inc.,30,C1E2E2,,16368646,86096102
397 Capital Drive,,Charlottestown,,CA,,,1,3,CA,,,,Cows Inc.,10,C1E2E2,,16368647,86096102
,One Apple Park Way,Cupertino,,,,,1,3,,,CA,,Apple Inc.,30,95014,CA,16368940,86096239
1 Infinite Loop,,Cupertino,,,,,1,3,,,CA,,Apple Inc.,20,95014,CA,16368941,86096239
1 Infinite Loop,,Cupertino,,,,,1,3,,,CA,,Apple Inc.,10,95014,CA,16368942,86096239
"20 Harry Shupe, Unit 2",,Wharton,,,,,1,3,,,NJ,,"Tri-Coastal Design Group, Inc.",30,07885,NJ,16369768,86096591
"20 Harry Shupe, Unit 2",,Wharton,,,,,1,3,,,NJ,,"Tri-Coastal Design Group, Inc.",10,07885,NJ,16369769,86096591
"1010 Lake Street, Suite 428",,Oak Park,,,DBA Invisible Threads,,1,1,US,,,,"Michals, Andrew",10,60301,IL,16369975,86096681
1 West Forest Avenue,,Englewood,,,,,1,16,,,DE,,"Guccione Collection, LLC",10,07631,NJ,16372051,86097643
